Zeit;Kanal A
(ms);(mV)

-20,20899917;0,93073320
-20,20399917;0,55856290
-20,19899917;0,93073320
-20,19399917;1,48929600
-20,18899917;1,48929600
-20,18399917;0,74434050
-20,17899917;0,93073320
-20,17399917;0,55856290
-20,16899917;0,00000000
-20,16399917;0,18577760
-20,15899917;0,93073320
-20,15399917;0,93073320
-20,14899917;0,18577760
-20,14399917;0,55856290
-20,13899917;0,55856290
-20,13399917;0,55856290
-20,12899917;0,37217020
-20,12399918;0,55856290
-20,11899918;0,93073320
-20,11399918;0,74434050
-20,10899918;0,18577760
-20,10399918;1,11712600
-20,09899918;0,55856290
-20,09399918;0,18577760
-20,08899918;0,18577760
-20,08399918;0,37217020
-20,07899918;1,67568900
-20,07399918;1,11712600
-20,06899918;1,11712600
-20,06399918;0,18577760
-20,05899918;0,93073320
-20,05399918;0,18577760
-20,04899918;1,11712600
-20,04399918;0,00000000
-20,03899918;0,74434050
-20,03399918;0,18577760
-20,02899918;0,18577760
-20,02399918;1,11712600
-20,01899918;0,93073320
-20,01399918;0,74434050
-20,00899918;0,37217020
-20,00399918;0,18577760
-19,99899918;0,37217020
-19,99399918;0,93073320
-19,98899918;0,55856290
-19,98399918;0,74434050
-19,97899918;0,74434050
-19,97399918;0,93073320
-19,96899918;1,11712600
-19,96399918;0,18577760
-19,95899918;0,74434050
-19,95399918;1,30290300
-19,94899918;0,93073320
-19,94399918;0,37217020
-19,93899918;0,18577760
-19,93399918;0,55856290
-19,92899918;0,18577760
-19,92399918;0,55856290
-19,91899918;1,30290300
-19,91399918;0,74434050
-19,90899918;0,93073320
-19,90399918;0,93073320
-19,89899918;0,55856290
-19,89399918;1,11712600
-19,88899918;0,55856290
-19,88399918;0,55856290
-19,87899918;1,11712600
